age,income,assets,credit_history,employment_years,gender,residence_type,risk_score,default
36,347669,126976,poor,23,Female,mortgage,887,1
33,485665,623225,good,13,Female,own,176,0
34,299033,155744,good,4,Female,own,317,0
55,101637,282723,fair,1,Male,mortgage,196,0
53,131292,397429,poor,14,Female,own,35,0
44,456274,388090,excellent,5,Female,own,441,0
45,62605,746372,good,15,Female,rent,897,1
51,490150,726423,good,9,Male,mortgage,337,1
37,435782,338430,good,9,Female,mortgage,277,0
40,468688,658018,poor,17,Male,mortgage,368,0
22,278681,164639,good,15,Male,own,602,1
39,90058,388159,good,9,Male,mortgage,926,0
57,99537,795491,good,10,Female,mortgage,157,1
33,62844,913479,excellent,15,Male,rent,135,0
58,311892,17153,excellent,16,Male,mortgage,881,0
20,51491,691159,excellent,6,Female,rent,346,0
59,275929,685616,excellent,2,Male,rent,391,0
61,475286,51754,fair,17,Male,own,603,1
21,145387,47260,good,16,Male,mortgage,586,0
41,244080,728378,good,13,Male,mortgage,16,0
52,305959,217941,fair,16,Male,own,492,0
56,325291,147002,poor,20,Female,own,66,0
40,416523,265718,fair,12,Female,rent,117,1
22,273622,368825,good,16,Female,mortgage,256,0
39,270712,794147,good,6,Male,own,99,0
69,89666,725209,poor,22,Female,mortgage,883,1
45,441773,597384,excellent,15,Male,mortgage,328,1
59,417845,721079,good,21,Female,mortgage,941,0
68,36196,47518,poor,10,Male,mortgage,489,0
38,423297,481932,good,15,Female,own,789,0
49,118765,418142,fair,15,Female,mortgage,54,0
37,76385,86654,good,13,Male,mortgage,220,0
57,380245,572645,fair,12,Male,own,789,0
69,47609,475731,excellent,20,Male,mortgage,409,0
52,123378,318883,fair,18,Male,mortgage,967,0
25,322869,264253,excellent,15,Male,mortgage,926,0
65,151494,996652,fair,18,Female,rent,185,0
25,414417,390985,excellent,6,Female,rent,909,0
66,441326,965881,excellent,9,Male,rent,644,0
64,389904,161194,good,2,Female,mortgage,154,0
43,383439,582816,good,4,Male,mortgage,145,0
28,229764,739622,poor,22,Female,own,240,0
69,92149,57699,poor,1,Male,own,57,0
46,295990,241814,excellent,17,Female,own,789,0
52,235541,318796,poor,20,Male,mortgage,474,0
51,490906,743386,fair,14,Male,own,298,0
44,121375,872476,excellent,2,Female,own,698,0
37,117977,336704,good,13,Male,own,776,0
53,287393,563789,good,9,Male,own,52,0
21,90632,516965,good,21,Male,mortgage,885,0
24,322828,496014,excellent,24,Male,mortgage,4,0
69,79450,407122,excellent,23,Male,own,830,0
63,310083,451210,fair,14,Male,own,924,0
36,152677,198702,excellent,15,Female,own,406,1
52,506946,258260,excellent,3,Male,mortgage,808,0
29,384353,216215,good,21,Female,own,969,1
42,259072,195729,poor,11,Male,own,451,0
60,511881,666319,fair,15,Male,own,287,0
46,149220,754748,good,14,Female,own,397,0
34,454299,220182,good,11,Female,own,185,0
35,445860,277416,fair,0,Female,rent,886,0
34,81611,636924,poor,3,Male,own,145,0
30,169093,874032,excellent,8,Female,mortgage,45,0
68,269331,967746,fair,12,Male,rent,866,0
49,218951,507197,good,12,Female,own,664,0
29,180452,418516,excellent,17,Male,rent,98,1
29,435314,68579,excellent,16,Male,mortgage,395,0
23,115131,172504,good,0,Female,rent,331,1
22,393525,252247,fair,16,Female,mortgage,765,0
69,246319,756748,good,2,Male,own,438,1
60,463749,753785,fair,2,Female,rent,592,0
61,372227,824096,poor,7,Female,rent,963,1
39,299104,30048,excellent,4,Female,own,315,1
26,115368,686719,good,5,Male,own,657,0
54,147074,858020,poor,13,Female,own,513,1
41,174322,522901,poor,24,Male,own,406,0
30,408096,477652,fair,12,Female,mortgage,899,0
58,418005,455970,good,19,Female,mortgage,973,0
45,484414,744509,good,15,Male,own,38,0
20,209253,932661,fair,19,Male,own,755,0
25,128018,575160,good,8,Female,own,958,0
21,211152,630178,good,16,Female,mortgage,693,0
42,428529,984810,poor,0,Female,own,4,0
52,423684,246416,good,3,Male,mortgage,60,0
65,350922,90716,fair,14,Male,own,48,0
32,232162,496456,good,23,Female,own,420,0
69,500691,28522,excellent,13,Female,own,953,0
35,198715,446767,fair,3,Male,own,70,1
20,290730,906946,poor,11,Male,rent,328,0
52,526422,666131,fair,22,Male,own,929,0
32,45996,546468,good,21,Male,own,784,0
69,192355,423653,poor,22,Male,mortgage,37,1
22,103082,613133,poor,12,Female,own,60,0
62,57578,183273,excellent,11,Male,own,935,0
41,153707,451395,good,22,Male,mortgage,385,0
22,446021,581481,good,24,Female,own,836,0
33,161747,402982,fair,2,Female,own,644,1
49,142840,357038,good,10,Male,rent,923,0
27,181851,59254,fair,3,Female,rent,876,0
32,184922,216093,fair,2,Female,own,646,1
40,326272,842744,excellent,24,Male,own,284,0
55,497764,790968,good,9,Female,rent,123,0
45,361932,413371,excellent,24,Female,own,770,1
61,137004,221138,good,24,Male,own,475,0
36,146801,463214,good,23,Female,mortgage,195,0
25,452677,493482,good,24,Female,own,904,0
49,310888,552990,fair,9,Male,own,705,0
26,459737,917165,fair,4,Male,mortgage,731,1
65,228760,782206,good,2,Male,own,23,0
54,290772,574244,good,16,Female,rent,501,0
28,376047,927112,good,4,Female,rent,611,0
36,230720,833699,good,0,Female,rent,355,0
27,208849,261282,good,8,Male,rent,960,1
58,307665,209852,fair,23,Female,own,586,1
37,368268,490095,poor,7,Female,mortgage,238,0
20,452592,919855,fair,16,Male,mortgage,879,0
45,110708,96304,poor,24,Male,own,804,0
40,521873,590228,good,12,Male,own,584,0
56,197845,155827,poor,10,Male,own,359,0
45,480498,483690,good,5,Male,own,438,0
58,204158,775706,fair,18,Male,rent,334,1
40,61962,883374,good,7,Female,own,109,1
56,81692,512414,good,24,Female,own,822,0
63,503969,271711,good,23,Male,own,60,0
54,208328,87293,poor,2,Female,rent,130,0
55,179502,384687,excellent,11,Male,own,691,0
20,266053,1001771,good,8,Female,own,360,1
36,156272,15058,good,13,Female,rent,472,0
51,349798,662265,fair,0,Female,own,126,0
34,121521,484554,good,20,Male,own,784,0
52,492577,953204,good,23,Male,rent,483,1
25,474565,286470,fair,13,Female,own,369,0
38,345266,594395,good,20,Male,rent,323,0
56,169329,619690,excellent,12,Female,rent,357,1
54,450856,613614,fair,10,Female,own,839,1
31,42922,350884,good,12,Male,own,461,0
45,94486,904237,good,8,Female,rent,102,0
65,73090,298580,good,15,Female,own,233,1
58,412369,25382,excellent,23,Male,mortgage,793,0
52,447851,982104,good,16,Female,rent,979,0
62,284417,363116,good,22,Female,own,351,0
67,451464,802992,good,11,Female,own,105,1
22,298362,853921,excellent,6,Female,mortgage,910,1
27,76409,179195,excellent,23,Male,rent,186,0
45,425295,225543,fair,3,Female,own,223,0
40,51529,26624,good,8,Male,own,250,0
20,401923,326757,fair,14,Male,rent,519,0
46,279966,662975,excellent,19,Female,own,865,1
44,436284,529223,excellent,14,Female,mortgage,522,1
60,256193,35930,good,15,Male,mortgage,967,0
63,405584,728028,excellent,5,Male,rent,548,0
34,347804,843389,good,19,Male,mortgage,476,0
32,265729,990633,excellent,1,Male,own,568,0
65,213446,867364,good,8,Female,own,917,0
22,69038,621900,good,15,Female,own,131,1
57,510015,34023,fair,13,Female,rent,429,0
33,285242,1004812,excellent,13,Male,rent,280,1
20,242567,621100,good,17,Male,own,753,1
55,485953,290039,good,2,Male,own,60,0
52,444114,143617,poor,17,Male,mortgage,299,1
29,348615,932184,poor,10,Male,own,94,0
53,356797,1004931,poor,16,Male,own,952,1
33,439985,272746,fair,16,Male,own,818,0
43,192860,351896,excellent,9,Male,rent,344,0
39,234101,703975,good,16,Female,rent,507,1
60,105268,213817,excellent,19,Male,own,683,0
22,488705,40357,fair,11,Female,own,535,0
33,399371,531670,good,5,Male,rent,210,0
56,140537,804474,fair,3,Male,mortgage,113,0
28,369864,252100,poor,19,Male,own,656,0
48,51928,72838,excellent,11,Male,rent,642,0
28,255050,544731,good,12,Male,mortgage,807,0
38,345782,154723,fair,1,Male,rent,677,0
51,128078,859819,good,3,Male,own,482,0
48,148218,774293,excellent,2,Male,rent,103,0
37,338145,902693,fair,20,Female,own,683,0
38,284869,540644,good,8,Male,mortgage,298,0
47,232897,804521,good,15,Female,mortgage,112,0
61,429489,889331,poor,18,Female,mortgage,699,0
25,314800,459632,good,19,Female,rent,198,0
52,80058,856002,fair,20,Male,own,185,1
49,368107,949491,fair,1,Female,mortgage,511,1
60,380583,36048,poor,16,Male,rent,594,1
30,164294,28278,excellent,9,Male,own,549,0
61,257034,478287,poor,18,Female,rent,48,1
60,466899,848009,good,4,Male,rent,46,0
53,306677,709782,poor,21,Female,own,90,1
37,246567,703344,good,11,Female,mortgage,793,0
48,306063,800423,good,8,Female,rent,512,0
62,264313,123930,good,12,Female,rent,523,1
23,461888,301515,poor,14,Female,mortgage,232,1
38,114735,250060,excellent,20,Male,own,502,0
25,267666,11125,fair,12,Female,rent,224,0
56,64152,730940,good,15,Male,rent,405,0
61,356750,745757,excellent,8,Female,own,976,0
33,464631,221628,excellent,12,Male,mortgage,634,0
57,395171,190321,poor,7,Male,mortgage,886,0
40,286639,437699,good,20,Female,own,125,0
39,161942,423227,good,8,Female,own,595,0
20,270175,322067,poor,6,Female,own,517,0
61,242642,88805,good,20,Male,own,228,0
66,332678,145634,excellent,21,Female,mortgage,642,1
25,166013,918888,good,0,Male,own,28,0
34,224842,708812,fair,19,Female,mortgage,798,1
33,92167,219488,good,4,Female,own,692,0
25,142566,896933,excellent,24,Female,own,873,0
64,515111,189023,fair,13,Female,own,596,0
34,333240,732265,good,14,Female,rent,368,0
60,261244,37891,good,17,Female,mortgage,650,0
64,456994,204893,good,2,Male,mortgage,7,0
59,67263,579225,good,8,Female,own,748,1
67,440322,380587,fair,21,Female,rent,927,0
62,176638,403498,fair,14,Female,mortgage,471,0
55,282303,367266,good,5,Male,rent,926,0
63,435180,477066,good,17,Male,mortgage,246,0
53,118411,560618,good,16,Male,own,532,1
44,88098,524219,excellent,19,Female,mortgage,490,0
55,192570,340025,good,13,Male,own,834,0
25,169995,627271,fair,22,Male,own,26,0
40,37331,868830,good,13,Male,rent,434,0
52,434825,916466,excellent,0,Female,own,254,0
24,415795,965077,poor,22,Male,rent,690,1
22,267528,810870,fair,6,Male,own,360,0
39,505786,765655,excellent,8,Male,own,740,0
64,148992,34535,good,4,Female,own,51,1
50,393098,568206,poor,2,Female,own,160,0
47,174860,17096,good,12,Male,own,900,0
42,396266,116164,excellent,18,Male,mortgage,682,0
27,337864,326988,good,7,Female,own,181,0
22,51108,311832,good,17,Female,mortgage,274,0
42,209735,469674,good,7,Female,own,178,1
58,79713,771927,excellent,6,Male,rent,199,1
42,418933,299413,poor,14,Male,mortgage,44,0
44,263398,535745,good,5,Female,own,228,0
68,247955,796397,good,15,Male,own,110,0
51,57559,764465,fair,20,Female,own,942,1
24,133475,350004,excellent,4,Female,mortgage,276,0
23,367963,659018,poor,11,Male,rent,912,0
42,343270,693426,excellent,4,Male,mortgage,909,0
53,274167,859029,fair,2,Male,own,688,0
61,319057,466882,fair,3,Female,mortgage,283,0
34,330065,636424,good,17,Male,mortgage,963,0
63,482841,769043,good,24,Female,mortgage,34,0
55,382304,43029,good,10,Female,rent,123,0
49,285515,176044,good,2,Male,rent,896,0
20,435856,889008,poor,22,Female,mortgage,789,0
23,66218,468985,good,7,Male,own,246,0
53,179719,975756,good,9,Female,mortgage,946,1
26,449324,945466,fair,4,Female,own,938,0
51,197309,984372,good,16,Female,own,90,0
42,99784,608533,excellent,1,Female,own,759,0
42,164643,331351,good,0,Male,rent,158,0
61,215346,917238,good,14,Male,own,36,0
41,176221,440981,poor,17,Female,own,912,0
64,31724,228767,fair,5,Female,rent,950,0
67,436434,427168,good,6,Male,own,754,0
55,525503,548234,poor,5,Male,own,248,0
48,124554,853011,excellent,24,Female,own,582,0
57,309941,844346,excellent,11,Male,own,352,0
64,496712,862808,fair,13,Male,own,306,0
64,192259,760206,good,19,Male,own,590,0
36,380550,111196,good,8,Male,own,268,0
49,103404,430701,poor,16,Female,rent,331,0
68,323174,635087,good,5,Male,own,323,0
24,485042,757742,good,1,Female,own,22,0
39,113956,573073,poor,10,Female,own,701,1
52,378404,993138,excellent,4,Female,rent,881,0
27,261098,874770,good,9,Female,own,974,1
59,344885,523624,poor,21,Male,own,81,0
34,245699,247990,good,2,Male,own,23,0
33,233567,170576,excellent,18,Male,own,11,0
41,341264,656955,good,3,Female,mortgage,440,0
63,517634,737986,good,11,Male,rent,560,0
38,504477,885963,good,22,Male,own,196,0
50,209850,225433,good,24,Male,own,839,0
23,191810,399456,good,14,Female,own,625,0
47,469720,935363,fair,8,Male,mortgage,126,1
67,203532,280366,excellent,21,Female,own,746,0
47,197066,788577,excellent,15,Male,own,257,1
43,388618,581514,good,5,Female,mortgage,600,0
23,288246,169103,good,21,Female,rent,643,0
41,511014,160422,good,3,Female,own,863,0
26,127328,844380,poor,16,Female,mortgage,760,0
46,67884,88628,fair,5,Female,own,947,1
58,329202,963843,good,18,Female,own,905,0
35,490117,791331,fair,8,Male,rent,637,1
40,367615,20800,excellent,21,Female,mortgage,598,0
68,399042,982410,fair,2,Female,own,399,1
60,341023,163956,fair,1,Female,mortgage,649,1
22,135678,728435,poor,0,Female,own,687,0
39,109779,139941,good,17,Male,mortgage,954,0
59,342543,579670,good,14,Male,rent,798,0
54,276918,111769,poor,0,Male,own,234,0
30,191851,78746,good,21,Male,own,589,0
35,509662,574183,good,5,Female,mortgage,380,0
47,267447,883395,good,14,Male,mortgage,216,0
34,48806,996299,good,20,Male,mortgage,577,0
64,377516,265585,good,8,Male,own,754,0
59,308513,864574,good,1,Female,mortgage,600,0
47,383164,555139,poor,24,Male,mortgage,396,0
49,168259,700823,fair,7,Male,own,414,1
33,88607,113850,good,22,Female,own,677,0
41,432318,808900,fair,8,Male,mortgage,931,0
38,197866,691150,fair,21,Female,rent,984,0
37,379661,196048,excellent,23,Female,own,272,0
33,487124,899515,good,15,Female,own,271,0
24,427529,83747,excellent,4,Female,own,221,1
34,139068,793987,fair,14,Female,own,789,0
33,250284,222177,poor,21,Male,own,409,0
25,482453,928423,good,24,Female,own,732,0
32,106957,749832,fair,12,Male,mortgage,354,0
35,375870,63000,good,0,Female,rent,828,0
67,524486,35240,good,6,Female,own,522,0
68,130874,100877,good,23,Female,mortgage,180,1
20,181449,498473,good,12,Female,own,926,0
56,507575,465373,good,1,Male,rent,970,0
62,430446,755741,fair,16,Female,mortgage,225,0
38,274645,568601,good,2,Female,rent,921,0
22,384460,882537,good,1,Male,own,189,0
28,417139,19677,good,15,Female,own,640,0
41,176382,623071,fair,7,Female,mortgage,659,0
28,369596,706620,poor,18,Female,mortgage,916,0
48,310915,672973,poor,23,Male,own,87,0
51,84199,639156,good,5,Male,own,813,0
57,250304,651967,poor,10,Female,own,557,1
39,496093,870483,poor,6,Male,mortgage,857,0
44,152597,610793,fair,19,Female,own,780,1
69,74204,116524,excellent,6,Male,mortgage,295,0
20,501509,707263,good,14,Female,own,566,0
43,292517,428414,fair,3,Female,own,698,0
29,387870,762387,poor,14,Male,own,401,0
61,82639,982106,good,15,Male,own,201,0
55,462920,968354,excellent,10,Male,rent,960,0
46,272902,234831,good,13,Female,own,782,0
32,37805,784423,good,3,Female,own,660,0
21,437450,70048,poor,4,Female,mortgage,351,0
55,394771,57011,good,6,Female,own,502,0
21,500555,695036,excellent,7,Female,rent,591,0
29,237018,986043,fair,6,Male,mortgage,456,0
63,415025,821153,good,2,Male,own,594,1
47,498194,577250,good,8,Male,own,111,0
23,222452,457868,good,3,Male,own,354,1
23,351158,767109,good,7,Male,own,603,0
25,374728,230792,good,8,Female,rent,277,0
48,283876,131055,fair,16,Female,rent,219,1
50,290005,788665,excellent,7,Male,own,125,0
39,261462,232999,poor,7,Male,own,749,0
47,373900,881211,fair,14,Female,own,702,0
23,152498,421196,poor,21,Female,mortgage,854,0
61,432454,191303,excellent,24,Female,rent,932,0
65,340543,692631,good,8,Male,mortgage,679,1
63,249547,855843,excellent,10,Male,mortgage,8,0
30,58073,599058,fair,6,Female,mortgage,618,0
40,151901,261172,poor,22,Female,own,909,0
38,504364,738665,good,22,Female,own,282,0
27,412339,680138,good,22,Female,mortgage,96,0
67,440735,918843,good,10,Female,mortgage,738,1
44,327958,248774,excellent,12,Male,own,57,0
44,151429,10640,good,9,Male,own,610,0
21,130696,41516,poor,11,Female,own,215,1
39,245582,940044,good,13,Male,rent,363,0
31,247411,699955,good,20,Female,own,613,0
58,401069,890335,fair,23,Male,own,193,0
32,505744,1003087,poor,12,Female,own,911,0
66,73238,242891,poor,4,Male,own,255,0
52,496360,615644,poor,0,Male,rent,350,1
63,113679,342381,good,20,Female,own,747,0
30,510598,471156,excellent,2,Female,mortgage,726,0
64,233406,16603,good,11,Male,mortgage,550,0
30,229459,516856,excellent,17,Female,own,316,0
37,326195,794574,excellent,11,Male,mortgage,266,0
27,519329,360759,good,24,Male,own,948,0
57,36717,901782,good,8,Female,own,391,0
57,48055,108300,excellent,15,Male,rent,316,1
49,90154,786578,good,20,Female,own,730,1
27,233469,798314,good,23,Male,own,885,0
38,321452,518088,good,10,Female,own,921,0
57,432770,601978,good,24,Female,rent,669,0
36,417961,820288,fair,22,Female,rent,647,0
47,348223,791021,good,10,Male,mortgage,565,0
48,241832,76660,good,15,Male,own,681,0
69,87042,320023,good,16,Male,own,766,0
59,525191,412131,fair,8,Male,own,988,0
64,154089,423327,poor,8,Male,own,802,0
50,511139,418294,good,2,Male,rent,596,0
52,177849,483824,good,22,Female,own,125,1
23,444021,341409,fair,1,Male,own,869,0
50,493824,105319,poor,1,Female,own,491,0
56,462356,804336,fair,21,Male,own,500,0
65,87918,117481,poor,12,Female,mortgage,452,0
22,274691,890139,good,7,Female,own,542,1
54,39240,530627,fair,2,Male,mortgage,179,0
67,484614,885781,excellent,8,Male,rent,192,0
29,288823,647940,poor,19,Female,mortgage,307,0
54,445412,135039,poor,24,Female,rent,315,1
60,233430,678546,poor,19,Female,own,859,1
20,334756,20984,good,5,Male,own,637,0
48,482525,280832,good,19,Female,mortgage,975,1
58,366917,869769,fair,1,Female,own,840,1
56,447622,395940,good,0,Male,rent,204,0
67,359486,1009778,good,0,Female,mortgage,585,0
42,415104,47240,good,13,Female,rent,215,0
66,441780,641330,poor,23,Female,own,217,0
67,384819,516221,fair,6,Male,mortgage,398,1
45,210162,510371,poor,3,Male,own,957,1
59,452242,916297,fair,7,Female,own,201,1
36,92017,604716,good,24,Female,own,158,0
34,264058,867145,poor,12,Male,own,664,0
43,393003,268641,good,13,Male,own,108,0
41,150928,135261,fair,22,Male,mortgage,159,0
28,479866,329266,good,18,Female,rent,704,1
34,518427,603077,excellent,7,Male,rent,722,0
63,72151,452990,excellent,10,Male,own,184,0
48,209482,645273,good,4,Male,own,510,0
46,344191,287039,poor,9,Male,mortgage,703,0
41,476313,546638,good,6,Female,own,280,0
29,182271,284541,poor,3,Male,own,363,1
55,272767,347483,poor,23,Female,own,60,1
37,509059,569061,excellent,16,Male,own,7,0
23,211865,620946,poor,4,Male,own,484,0
34,449107,144833,poor,6,Female,own,284,1
50,452184,774443,good,0,Female,rent,58,0
49,141210,216273,poor,10,Male,own,134,1
41,192147,839575,fair,22,Female,rent,217,0
31,402061,892096,excellent,3,Female,rent,732,0
39,285068,305871,poor,20,Female,own,501,0
32,281621,525738,excellent,0,Male,rent,734,1
58,402648,22874,fair,17,Male,rent,154,0
27,405718,373314,poor,8,Female,own,330,1
60,298802,896156,excellent,11,Male,own,999,0
69,46608,960815,excellent,19,Male,rent,678,0
30,394412,159985,good,3,Male,rent,580,0
66,528248,74264,good,6,Male,rent,542,0
39,321745,634432,good,20,Female,own,812,0
32,413034,399177,poor,17,Female,mortgage,438,0
28,334998,702743,excellent,2,Female,own,586,0
68,72585,546006,excellent,11,Female,mortgage,904,0
26,234380,342212,good,7,Female,own,90,1
37,370710,269090,poor,17,Male,own,593,0
21,90836,452748,good,7,Female,own,235,0
62,409511,40718,excellent,7,Female,own,101,0
45,529719,39813,poor,16,Female,own,933,0
48,33651,811222,good,12,Female,mortgage,991,0
53,82128,948845,good,13,Male,own,717,0
23,363957,343400,fair,19,Male,own,763,0
55,80630,850589,excellent,6,Male,own,141,0
55,242164,84031,excellent,19,Male,mortgage,350,0
26,215712,675591,fair,5,Female,own,737,0
57,160973,11060,fair,8,Female,own,725,0
42,122464,706463,fair,24,Male,mortgage,27,0
23,398131,317423,poor,17,Male,own,645,0
56,279150,100459,excellent,5,Male,mortgage,676,1
49,67362,298381,good,8,Male,own,481,0
23,492493,729384,good,0,Female,own,962,1
33,284404,824290,good,17,Female,own,106,0
67,444085,444246,good,6,Male,own,759,1
59,272435,608080,excellent,13,Male,rent,575,0
35,153368,647898,good,4,Female,mortgage,626,0
68,145139,510732,good,7,Female,mortgage,980,1
22,129186,107448,fair,6,Male,rent,36,0
67,122956,754029,good,15,Male,own,262,0
45,231742,220955,fair,13,Female,rent,48,0
62,324130,859212,excellent,11,Female,own,821,1
21,277837,725107,poor,1,Female,own,117,0
45,251650,615510,fair,1,Male,rent,245,0
36,513051,719044,excellent,18,Male,own,908,1
44,34140,122566,fair,14,Female,own,678,0
67,244960,701521,excellent,22,Male,mortgage,885,0
38,475783,69559,poor,7,Female,own,411,0
29,422474,87119,poor,11,Female,mortgage,899,0
47,480540,442948,good,17,Female,mortgage,580,1
51,115925,224938,excellent,17,Male,own,765,0
64,172634,936700,excellent,0,Male,own,272,0
45,514599,897677,good,10,Male,own,446,0
37,216055,693936,good,24,Male,own,908,0
24,350853,406471,good,4,Female,mortgage,728,1
32,269744,217185,good,10,Female,mortgage,138,0
40,485229,461138,good,18,Female,rent,647,0
48,289781,143331,good,3,Male,mortgage,610,0
63,61582,215974,good,6,Male,mortgage,627,0
55,238262,385952,fair,0,Female,own,125,0
63,296189,656548,fair,23,Male,mortgage,58,1
26,68242,592629,poor,10,Female,rent,0,0
26,103387,436511,good,17,Female,own,546,0
37,39849,833622,good,7,Female,own,728,1
20,283988,824999,poor,16,Female,own,768,0
54,468354,122671,poor,18,Female,own,804,0
38,435493,367055,good,11,Female,rent,72,0
60,241042,441778,fair,16,Female,own,184,0
43,333880,772558,good,21,Male,mortgage,999,0
50,450256,751665,good,10,Female,rent,952,0
26,494085,718250,good,19,Female,own,11,0
44,65322,888509,poor,1,Male,own,997,0
25,128370,797823,good,10,Female,mortgage,859,0
67,450638,143143,poor,24,Male,own,243,0
57,352164,171734,good,2,Male,mortgage,650,0
63,318860,213373,poor,5,Male,own,863,0
41,256643,434778,good,19,Male,own,679,0
57,500593,335640,excellent,13,Male,own,742,0
64,257811,532706,poor,10,Male,rent,466,0
49,223724,471947,good,22,Male,own,824,0
35,153737,953087,poor,3,Female,own,378,0
48,264125,270923,good,4,Female,own,493,0
60,261153,341207,poor,18,Male,rent,164,0
62,151354,388858,good,10,Female,own,407,0
48,472774,118234,good,22,Female,rent,411,0
36,431963,731554,good,16,Male,mortgage,60,0
58,507557,763506,excellent,11,Male,rent,490,0
29,382113,247581,good,22,Male,own,930,0
28,292053,718075,good,6,Male,mortgage,63,0
52,130213,197100,good,18,Female,mortgage,750,1
33,227446,545413,good,20,Female,rent,891,0
39,495311,963217,excellent,2,Female,own,655,0
30,277172,233609,fair,6,Female,own,102,0
59,142593,199562,poor,19,Female,own,510,1
39,508032,176748,fair,12,Male,own,277,0
69,212571,374604,good,3,Female,own,345,0
65,396531,966661,excellent,22,Male,rent,385,0
69,372016,936572,poor,14,Male,mortgage,192,0
38,134273,619764,good,10,Male,rent,951,0
52,440434,922312,poor,14,Male,own,695,0
36,376325,432929,fair,15,Male,mortgage,921,0
38,332124,72908,good,6,Female,mortgage,570,0
22,145772,30442,excellent,21,Female,rent,64,0
31,149009,42442,excellent,10,Female,mortgage,194,0
32,384767,225368,poor,5,Female,own,821,1
47,342156,818356,good,4,Female,own,874,0
30,244790,38153,good,19,Female,own,346,0
44,47415,744290,fair,12,Male,own,399,0
44,504695,276615,poor,6,Male,mortgage,169,0
36,202633,698434,good,24,Male,rent,964,0
69,353911,1004072,excellent,20,Male,own,730,1
46,200008,48861,good,20,Female,own,462,0
41,111370,233075,fair,9,Male,own,226,0
59,386891,760915,excellent,16,Male,own,736,1
22,474941,644182,excellent,1,Female,rent,882,0
65,314866,176399,excellent,6,Male,mortgage,276,0
65,414030,136163,good,0,Female,own,290,0
67,323462,476456,excellent,13,Female,own,105,0
67,512641,994270,excellent,6,Female,own,191,0
53,326297,473206,poor,21,Female,own,553,0
41,190523,270840,excellent,11,Female,mortgage,808,0
34,379684,474608,fair,14,Male,own,981,0
45,97983,168667,excellent,5,Male,mortgage,420,0
30,422984,10109,good,20,Male,own,965,0
51,356104,95008,good,23,Female,own,686,0
36,497173,69059,excellent,13,Male,own,968,1
37,447195,752911,poor,13,Female,own,408,0
60,529891,664972,good,18,Female,rent,293,0
49,405214,468898,good,19,Male,mortgage,258,0
41,269404,355061,good,24,Male,own,889,0
28,418958,21711,poor,4,Male,own,964,0
52,254451,316351,poor,21,Male,own,58,0
31,228316,759196,poor,4,Male,rent,135,0
25,401105,445501,good,22,Male,mortgage,254,0
59,349009,332308,good,18,Male,rent,200,0
33,124585,840992,good,24,Male,mortgage,396,0
27,319339,965977,poor,1,Male,own,248,0
58,33994,718456,poor,17,Female,own,372,0
20,514532,814512,good,11,Male,own,677,0
37,321426,662960,good,13,Male,own,163,0
42,79505,539666,excellent,5,Female,mortgage,486,1
62,172282,458079,good,24,Female,own,897,0
59,135383,993856,good,16,Male,mortgage,917,0
22,234875,221933,fair,20,Male,mortgage,862,0
49,57267,912911,poor,13,Male,rent,870,0
24,268803,106304,fair,19,Male,rent,313,1
42,113904,219787,good,4,Male,mortgage,788,0
69,469989,498204,good,16,Female,mortgage,566,0
30,85269,657317,poor,23,Female,own,324,0
48,328529,153736,good,19,Male,own,783,0
53,162935,398985,fair,24,Female,rent,786,0
26,449635,950893,good,17,Male,mortgage,83,1
38,59799,815273,fair,14,Male,own,395,0
34,505993,237440,excellent,12,Male,mortgage,936,0
21,277151,250322,good,18,Male,rent,832,1
60,162805,95630,poor,2,Male,own,270,0
21,288284,515513,poor,7,Male,own,773,0
41,316087,489387,fair,13,Male,rent,967,0
29,250175,950929,excellent,19,Male,own,40,0
38,77243,482874,good,20,Female,own,495,1
23,55480,364783,good,6,Female,own,71,0
46,340604,891950,excellent,13,Male,mortgage,817,0
65,132793,60115,good,11,Male,rent,38,0
29,347674,668500,excellent,13,Male,own,377,0
68,512016,349479,fair,11,Female,own,354,0
62,54525,445576,good,12,Male,mortgage,947,0
36,393646,263593,excellent,12,Male,rent,457,0
51,396743,714330,excellent,9,Female,own,474,0
21,331245,789000,good,13,Female,rent,48,0
24,347869,872414,poor,7,Female,own,238,1
37,379468,85509,good,0,Male,own,324,0
51,282287,118161,excellent,12,Female,rent,821,0
59,328428,364101,fair,19,Male,own,40,0
34,459265,707624,fair,16,Male,own,726,0
56,164968,592960,good,24,Female,rent,637,0
58,393547,470631,good,17,Female,mortgage,998,1
52,519796,982851,excellent,7,Male,rent,997,1
68,419391,829854,fair,14,Male,own,595,0
24,418835,356608,good,1,Female,own,948,0
47,433448,510830,excellent,17,Male,mortgage,559,0
40,456713,761685,fair,3,Female,mortgage,855,0
64,347171,344194,fair,11,Female,rent,110,1
44,76772,712148,fair,13,Female,own,559,1
68,74233,955876,fair,13,Female,own,811,0
25,219307,870391,good,8,Male,own,763,0
49,465036,108717,fair,3,Female,own,364,0
25,307628,367747,good,17,Female,own,161,0
38,203018,211581,good,16,Male,own,429,0
40,31026,757337,excellent,21,Male,mortgage,460,0
69,417473,181327,poor,0,Female,mortgage,415,0
55,434506,731923,good,0,Female,own,459,1
55,489563,788408,good,5,Male,own,187,0
